Alder Flycatcher (Empidonax alnorum),,,,,,,,,,,,,,,,,
American Crow (Corvus brachyrhynchos) ,4,1,4,2,,5,1,3,2,1,1,3,3,1,1,1,2
American Goldfinch (Carduelis tristis) ,1,1,,1,1,5,,,2,2,,,1,2,1,,1
American Kestrel (Falco sparverius),,,,,,,,,,,,,,,,,
American Redstart (Setophaga ruticilla) ,,,,,,,,,1,,,1,,,,1,
American Robin (Turdus migratorius) ,,,,1,,,,,,,,,,1,,,
American White Pelican (Pelecanus erythrorhynchos),,,,,,,,,,,,,,,,,
Bald Eagle (Haliaeetus leucocephalus),,,,,,,,,,,,,,,,,
Baltimore oriole (Icterus galbula) ,,,,,,,,,,,,,,,,,1
Barn Swallow (Hirundo rustica) ,,,,,,1,,,,,,,,,,,2
Bay-breasted Warbler (Dendroica castanea),,,,,,,,,,,,,,,,,
Belted Kingfisher (Ceryle alcyon) ,,,,,,,,,,,,,,,,,
Black Tern (Chlidonias niger),,,,,,,,,,,,,,,,,
Black-and-white Warbler (Mniotilta varia),,,,,,,,,,,,,,,,,
Blackburnian Warbler (Dendroica fusca) ,,,,,,,,,,,,,,,,,
Black-capped Chickadee (Parus atricapillus) ,,,1,,3,,,,1,,,2,,,,,
Blackpoll Warbler (Dendroica striata) ,,,,,,,,,,,,,,,,,
Black-throated Green Warbler (Dendroica virens) ,,,,,,,,,,,,,,,,,
Blue Jay (Cyanocitta cristata) ,,,,,,,,,,,,1,,,,,
Blue-gray Gnatcatcher (Polioptila caerula) ,,,,,,,,,1,2,,1,1,,1,2,
Blue-headed [solitary] Vireo (Vireo solitarius) ,,,,,,,,,,,,,,,,,
Blue-winged Teal (Anas discors),,,,,,,,,,,,,,,,,
Blue-winged Warbler (Vermivora pinus),,,,,,,,,,,,,,,,,
Bobolink (Dolichonyx oryzivorus),,,,,,,,,,,,,,,,,
Broad-winged Hawk (Buteo playpterus),,,,,,,,,,,,,,,,,
Brown Thrasher (Toxostoma rufum),,,,,,,,,,,,,,,,,
Brown-headed Cowbird (Molothrus ater) ,,1,5,,,,,1,,,,,,,,,
Canada Goose (Branta canadensis),,,,,1,,,,,,,,1,,,,
Canada Warbler (Wilsonia canadensis) ,,,,,,,,,,,,,,,,,
Cape May Warbler (Dendroica tigrina),,,,,,,,,,,,,,,,,
Caspian tern (Hydroprogne caspia = Sterna caspia),,,,,,,,,,,,,,,,,
Cedar Waxwing (Bombycilla cedrorum) ,,9,,,,,,,,,,,,,,,
Chestnut-sided Warbler (Dendroica pensylvanica) ,,,,,,,,,,,,,,,,,
Chimney Swift (Chaetura pelagica),,,,,,,1,,,,,,,,,,
Chipping Sparrow (Spizella passerina) ,1,,,,,,,,1,1,,,,,,,
Clay-colored Sparrow (Spizella pallida),1,,1,,,3,1,,,,,,,,,,
Cliff Swallow (Petrochelidon pyrrhonota),,,,,,,,,,,,,,,,,
Common Grackle (Quiscalus quiscula) ,,,,,,,,,,,,,,,,,1
Common Yellowthroat (Geothlypis trichas) ,2,1,3,,2,4,,,,3,,1,2,,2,,1
Connecticut Warbler (Oporornis agilis),,,,,,,,,,,,,,,,,
Cooper's Hawk (Accipiter cooperii),,,,,,,,,,,,,,,,,
Downy Woodpecker (Picoides pubescens),,,,,,,,,,,,,,,,,
Eastern Bluebird (Sialia sialis) ,,1,,,,,,,,,,,,,,,
Eastern Kingbird (Tyrannus tyrannus) ,,,,,,,,,,,,,,,,,
