Alder Flycatcher (Empidonax alnorum),,,,,,,,,,,,,,,,,
American Crow (Corvus brachyrhynchos) ,,,,,,,4,,,1,1,,,,,,
American Goldfinch (Carduelis tristis) ,3,1,2,,,4,,2,1,,,,,,,2,
American Kestrel (Falco sparverius),,,,,,,,,,,,,,,,,
American Redstart (Setophaga ruticilla) ,2,1,,,,,,,,,1,,,1,2,,1
American Robin (Turdus migratorius) ,1,1,,2,1,,,,,,,,,,1,,
American White Pelican (Pelecanus erythrorhynchos),,,,,,,,,,,,,,,,,
Bald Eagle (Haliaeetus leucocephalus),,,,,,,,,,,,,,,,,
Baltimore oriole (Icterus galbula) ,,,1,,,,,,,,,,,,,,
Barn Swallow (Hirundo rustica) ,,,,,,,,,,,,,,,,,1
Bay-breasted Warbler (Dendroica castanea),,,,,,,,,,,,,1,,,,
Belted Kingfisher (Ceryle alcyon) ,,,,,,,,,,,,,,,,,
Black Tern (Chlidonias niger),,,,,,,,,,,,,,,,,
Black-and-white Warbler (Mniotilta varia),,,,,,,,,,,,,,,,,
Blackburnian Warbler (Dendroica fusca) ,,,,,,,,,,,,,,,1,1,
Black-capped Chickadee (Parus atricapillus) ,1,1,,,,,,,2,3,,3,,,1,,1
Blackpoll Warbler (Dendroica striata) ,,,,,,,,,,,,,,,2,1,1
Black-throated Green Warbler (Dendroica virens) ,,,,,,,,,,,,,,,,,
Blue Jay (Cyanocitta cristata) ,,,,,,,,,,,,,,,,,
Blue-gray Gnatcatcher (Polioptila caerula) ,,1,,,1,,1,,1,1,,1,,,,,
Blue-headed [solitary] Vireo (Vireo solitarius) ,,,,,,,,,,,,,,,,,
Blue-winged Teal (Anas discors),,,,,,,,,,,,,,,,,
Blue-winged Warbler (Vermivora pinus),,,,,,,,,,,,,,,,,
Bobolink (Dolichonyx oryzivorus),,,,,,,,,,,,,,,,,
Broad-winged Hawk (Buteo playpterus),,,,,,,,,,,,,,,,,
Brown Thrasher (Toxostoma rufum),,,,,,,,,,,,,,,,,
Brown-headed Cowbird (Molothrus ater) ,2,,,,,,2,,2,,,,,,,,2
Canada Goose (Branta canadensis),,,,,,,,,,,,,,,,,
Canada Warbler (Wilsonia canadensis) ,,,,,,,,,,,,,,,,,
Cape May Warbler (Dendroica tigrina),,,,,,,,,,,,,,,,,
Caspian tern (Hydroprogne caspia = Sterna caspia),,,,,,,,,,,,,,,,,
Cedar Waxwing (Bombycilla cedrorum) ,,,,,,,,,,,,,,,,,
Chestnut-sided Warbler (Dendroica pensylvanica) ,,,,,,,,,,1,,,,,,,
Chimney Swift (Chaetura pelagica),,,,,,,,,,,,,,,,,
Chipping Sparrow (Spizella passerina) ,,,,,,,,,,,,,,,,,
Clay-colored Sparrow (Spizella pallida),,,,,,2,,,,,,,,,,1,
Cliff Swallow (Petrochelidon pyrrhonota),,,,,,,,,,,,,,,,,1
Common Grackle (Quiscalus quiscula) ,,,,,,,,,,,,,,,,,
Common Yellowthroat (Geothlypis trichas) ,,1,2,2,1,3,3,3,2,3,,,,3,,2,
Connecticut Warbler (Oporornis agilis),,,,,,,,,,,,,,,,,
Cooper's Hawk (Accipiter cooperii),,,,,,,,,,,,,,,,,
Downy Woodpecker (Picoides pubescens),,,,,,,,,,,,,,,,,
Eastern Bluebird (Sialia sialis) ,,,,,2,,,,,,,,,,,,
Eastern Kingbird (Tyrannus tyrannus) ,,,,,,,,,,,,,,,,,
Eastern Meadowlark (Sturnella magna),,,,,,,,,,,,,,,,,
Eastern Phoebe (Sayornis phoebe),,,,,,,,,,,,,,,,,
Eastern Towhee (Pipilo erythrophthalmus),,,,,,,,,,,,,,,,,
Eastern Wood-pewee (Contopus virens),,,,,,,,,,,1,1,,,1,,
European Starling (Sturnus vulgaris) ,,,,,,,,,,,,,,,,,
Evening Grosbeak (Coccothraustes vespertinus),,,,,,,,,,,,,,,,,
Field Sparrow (Spizella pusilla) ,,,1,,,,,1,,,,,,,,,
Golden Eagle (Aquila chrysaetos),,,,,,,,,,,,,,,,,
Golden-winged Warbler (Vermivora chrysoptera),,,,,,,,,,,,,,,,,
Grasshopper Sparrow (Ammodramus savannarum),,,,2,4,2,,,,,,,,,,,
Gray Catbird (Dumetella caroliniensis) ,,1,,,,,,3,,,,,,,1,,
Gray-cheeked Thrush (Catharus minimus),,,,,,,,,,,,,,,,,
Great Blue Heron (Ardea herodius),,,,,,,,,,,,,,,,,
Great Crested Flycatcher (Myiarchus crinitus) ,1,,,,,,,,1,,1,,,,,,
Great Egret (Ardea alba),,,,,,,,,,,,,,,,,
Great Horned Owl (Bubo virginianus),,,,,,,,,,,,,,,,,
Green Heron (Butorides virescens),,,,,,,,,,,,,,,,,
Hairy Woodpecker (Picoides villosus),,,,,,,,,,,,,,,,,
Henslow's Sparrow (Ammodramus henslowii),,,,,,,,,,,,,,,,,
Hermit Thrush (Catharus guttatus),,,,,,,,,,,,,,,,,
House Finch (Carpodacus mexicanus),,,,,,,,,,,,,,,,,
House Sparrow (Passer domesticus),,,,,,,,,,,,,,,,,
House Wren (Troglodytes aedon) ,,,1,,1,,2,,,,,,,,,,2
Indigo Bunting (Passerina cyanea) ,,,,,,,,,,,1,,,,,,
Killdeer (Charadrius vociferus),,,,,,,,,,,,,,,,,
Least Flycatcher (Empidonax minimus),,,,,1,,,1,,,,,,,,,
Magnolia Warbler (Dendroica magnolia),,,,,,,,,,,,,,,,,
Mallard (Anas platyrhynchos),1,,,,,,1,,,,,,,,,,
Marsh Wren (Cistothorus palustris),,,,,,,,,,,,,,,,,
Mourning Dove (Zenaida macroura) ,,,,,,,,,,,,,,,,,1
Mourning Warbler (Oporornis philadelphia),,,,,,,,,,,,,,,,,
Nashville Warbler (Vermivora ruficapilla) ,,,,,,,,,,,,,,,,,
Northern Cardinal (Cardinalis cardinalis) ,,,,1,,,,,,,,,,,,,
Northern Flicker (Colaptes auratus),,,,,,,,,,,,,,1,,,
Northern Harrier (Circus cyaneus),,,,,,,,,,,,,,,,,
Northern Parula (Parula americana),,,,,,,,,,,,,,,,,
Northern Rough-winged Swallow (Stelgidopteryx serripennis),,,,,,,,,,,,,,,,,
