Alder Flycatcher (Empidonax alnorum),,,,,,,,,,,,,,,,,
American Crow (Corvus brachyrhynchos) ,,2,2,,1,2,1,,1,3,,,,,,,
American Goldfinch (Carduelis tristis) ,1,1,1,1,,1,1,1,1,1,1,,1,1,2,1,2
American Kestrel (Falco sparverius),,,,,,,,,,,,,,,,,
American Redstart (Setophaga ruticilla) ,3,,1,,,2,2,1,,,,,2,,1,1,1
American Robin (Turdus migratorius) ,1,1,1,1,1,1,1,1,1,1,,,,1,,,
American White Pelican (Pelecanus erythrorhynchos),,,,,,,,,,,,,,,,,
Bald Eagle (Haliaeetus leucocephalus),,,1,,,,,,,,,,,,,,
Baltimore oriole (Icterus galbula) ,,1,,2,1,,,1,,1,,,,,,,
Barn Swallow (Hirundo rustica) ,,,,,,,,,,,,,,,,2,
Bay-breasted Warbler (Dendroica castanea),,,,,,,,,,,,,,,,,
Belted Kingfisher (Ceryle alcyon) ,,,,,,,,,,,,,,,,,
Black Tern (Chlidonias niger),,,,,,,,,,,,,,,,,
Black-and-white Warbler (Mniotilta varia),,,,,,,,,,,,,,,,,
Blackburnian Warbler (Dendroica fusca) ,,,,,,,,,,,,,,,,,
Black-capped Chickadee (Parus atricapillus) ,,,,,,,1,,2,,,1,,2,,,
Blackpoll Warbler (Dendroica striata) ,,,,,,,,,,,,,,,,,
Black-throated Green Warbler (Dendroica virens) ,,,,,,,,,,,,,,,,,
Blue Jay (Cyanocitta cristata) ,,,,,,1,1,1,1,2,1,1,,,,2,
Blue-gray Gnatcatcher (Polioptila caerula) ,,,,,,,1,,,,1,,,,2,,1
Blue-headed [solitary] Vireo (Vireo solitarius) ,,,,,,,,,,,,,,,,,
Blue-winged Teal (Anas discors),,,,,,,,,,,,,,,,,
Blue-winged Warbler (Vermivora pinus),,,,,,,,,1,1,,1,1,,1,,
Bobolink (Dolichonyx oryzivorus),,,,,,,,,,,,,,,,,
Broad-winged Hawk (Buteo playpterus),,,,,,,,,,,,,,,,,
Brown Thrasher (Toxostoma rufum),,,,,1,,,,,,,,,,,,
Brown-headed Cowbird (Molothrus ater) ,,,1,1,,,,,1,,,,,,,1,
Canada Goose (Branta canadensis),,1,1,,3,,,,,,,2,,,,1,5
Canada Warbler (Wilsonia canadensis) ,,,,,,,,,,,,,,,,,
Cape May Warbler (Dendroica tigrina),,,,,,,,,,,,,,,,,
Caspian tern (Hydroprogne caspia = Sterna caspia),,,,,,,,,,,,,,,,,
Cedar Waxwing (Bombycilla cedrorum) ,,,,,,,,,,,,,,,,,
Chestnut-sided Warbler (Dendroica pensylvanica) ,,1,,,,,,,,,,,,,,,
Chimney Swift (Chaetura pelagica),,,,,,,,,,,,,2,,,,
Chipping Sparrow (Spizella passerina) ,,,,,,,,,,1,,,,,,,
Clay-colored Sparrow (Spizella pallida),,,,,1,,,,,,,,,,,,
Cliff Swallow (Petrochelidon pyrrhonota),,,,,,,,,,,,,,,,,
Common Grackle (Quiscalus quiscula) ,,,,,,1,,,,,,,,,,,
Common Yellowthroat (Geothlypis trichas) ,1,,2,2,2,2,2,2,1,1,1,1,,,1,,2
