Alder Flycatcher (Empidonax alnorum),,,,,,,,,,,,,,,,,
American Crow (Corvus brachyrhynchos) ,1,1,1,,,,2,1,,1,1,2,1,,,,
American Goldfinch (Carduelis tristis) ,2,1,4,2,1,3,,2,2,,1,,2,,,,
American Kestrel (Falco sparverius),,,,,,,,,,,,,,,,,
American Redstart (Setophaga ruticilla) ,2,,,,,,,,,,1,1,,1,,1,
American Robin (Turdus migratorius) ,,,,,1,,,,,,,,,1,,1,1
American White Pelican (Pelecanus erythrorhynchos),,,,,,,,,,,,,,,,,
Bald Eagle (Haliaeetus leucocephalus),1,,,,,,,,,,,,,,,,
Baltimore oriole (Icterus galbula) ,1,1,2,1,1,,,,,,,1,1,1,1,,1
Barn Swallow (Hirundo rustica) ,,,,,,,,,,,,,1,,,,
Bay-breasted Warbler (Dendroica castanea),,,,,,,,,,,,,,,,,
Belted Kingfisher (Ceryle alcyon) ,,,,,,,,,,,,1,,,,,
Black Tern (Chlidonias niger),,,,,,,,,,,,,,,,,
Black-and-white Warbler (Mniotilta varia),,,,,,,,,,,,,,,,1,
Blackburnian Warbler (Dendroica fusca) ,,,,,,,,,,,,,,,,,
Black-capped Chickadee (Parus atricapillus) ,,1,3,,,,2,2,2,1,1,4,2,,2,2,
Blackpoll Warbler (Dendroica striata) ,,,,,,,,,,,,,,,,,
Black-throated Green Warbler (Dendroica virens) ,,,,,,,,,,,,,,,,,
Blue Jay (Cyanocitta cristata) ,1,1,2,,,,1,2,4,,2,,,,,,
Blue-gray Gnatcatcher (Polioptila caerula) ,,,,,,,,,,1,,,,,,,
Blue-headed [solitary] Vireo (Vireo solitarius) ,,,,,,,,,,,,,,,,,
Blue-winged Teal (Anas discors),,,,,,,,,,,,,,,,,
Blue-winged Warbler (Vermivora pinus),,,,,,,,,,2,,,,,,,
Bobolink (Dolichonyx oryzivorus),,,7,1,,,,,,,,,,,,,
Broad-winged Hawk (Buteo playpterus),,,,,,,,,,,,,,,,,
Brown Thrasher (Toxostoma rufum),,,,,,,,,,,,,,,,,
Brown-headed Cowbird (Molothrus ater) ,,1,1,1,,2,,,,,,,1,,,,
Canada Goose (Branta canadensis),1,1,,1,3,1,,,,,,,,,,,
Canada Warbler (Wilsonia canadensis) ,,,,,,,,,,,,,,,,,
Cape May Warbler (Dendroica tigrina),,,,,,,,,,,,,,,,,
Caspian tern (Hydroprogne caspia = Sterna caspia),,,,,,,,,,,,,,,,,
Cedar Waxwing (Bombycilla cedrorum) ,,,,,,,,,,,,,,,,,
Chestnut-sided Warbler (Dendroica pensylvanica) ,,,,,,,,,,,,,,,,,
